Order_ID,Order_Date,Month,Quarter,Year,Customer_ID,Customer_Name,State,City_Tier,Category,Product_Name,MRP,Discount_Pct,Sale_Price,Quantity,Revenue,COGS,Profit,Profit_Margin,Payment_Mode,Order_Status,Channel,Rating
AMZ100648,2023-10-14,October,Q4,2023,CUST13487,Samuel Bawa,Haryana,Tier-2,Fashion,Formal Shoes Men,4972.91,19,4028.06,1,4028.06,2927.82,1100.24,27.31,Credit Card,Delivered,Mobile App,3.1
AMZ100649,2023-05-22,May,Q2,2023,CUST12673,Gaurika Bobal,Uttar Pradesh,Tier-2,Electronics,Fire TV Stick 4K,15555.39,19,12599.87,1,12599.87,9431.77,3168.1,25.14,Net Banking,Delivered,Mobile App,3.9
AMZ100650,2022-10-18,October,Q4,2022,CUST21029,Arin Oza,Karnataka,Tier-1,Books,RS Aggarwal Maths,691.09,6,649.62,2,1299.24,621.13,678.11,52.19,EMI,Cancelled,Website,3.9
AMZ100651,2023-03-03,March,Q1,2023,CUST15035,Dayamai Sibal,Kerala,Tier-2,Beauty,Nivea Body Lotion,2993.21,10,2693.89,1,2693.89,1673.54,1020.35,37.88,Credit Card,Returned,Mobile App,2.7
AMZ100652,2022-04-19,April,Q2,2022,CUST31203,Rushil Shan,Uttar Pradesh,Tier-2,Home & Kitchen,Prestige Pressure Cooker,17079.61,26,12638.91,1,12638.91,7103.92,5534.99,43.79,Credit Card,Delivered,Mobile App,3.7
AMZ100653,2022-02-14,February,Q1,2022,CUST53002,Kashish Merchant,West Bengal,Tier-2,Beauty,Nykaa Nail Polish,1921.23,27,1402.5,1,1402.5,633.57,768.93,54.83,Cash on Delivery,Returned,Website,4.9
AMZ100654,2022-03-14,March,Q1,2022,CUST45858,Atharv Saran,Delhi,Tier-1,Beauty,Pantene Shampoo,2602.51,28,1873.81,1,1873.81,874.43,999.38,53.33,Cash on Delivery,Returned,Mobile App,3.5
AMZ100655,2023-02-02,February,Q1,2023,CUST36371,Girish Sama,Madhya Pradesh,Tier-3,Fashion,Saree Silk Banarasi,4353.47,15,3700.45,1,3700.45,1896.36,1804.09,48.75,Debit Card,Delivered,Mobile App,2.9
AMZ100656,2023-09-10,September,Q3,2023,CUST18604,Ubika Pai,Madhya Pradesh,Tier-3,Home & Kitchen,Surf Excel Detergent 4kg,10893.11,30,7625.18,4,30500.72,21994.69,8506.03,27.89,Debit Card,Delivered,Mobile App,4.6
AMZ100657,2023-03-10,March,Q1,2023,CUST15912,Anirudh Tak,West Bengal,Tier-2,Sports,Decathlon Yoga Mat,4619.79,22,3603.44,1,3603.44,2230.23,1373.21,38.11,Net Banking,Delivered,Website,3.0
AMZ100658,2023-10-26,October,Q4,2023,CUST20162,Varsha Wali,Karnataka,Tier-1,Beauty,Sugar Lipstick,216.27,31,149.23,5,746.15,487.19,258.96,34.71,Net Banking,Cancelled,Mobile App,4.1
AMZ100659,2023-12-02,December,Q4,2023,CUST29687,Indrajit Chadha,West Bengal,Tier-2,Electronics,boAt Rockerz 450,39923.64,20,31938.91,1,31938.91,23802.66,8136.25,25.47,Credit Card,Cancelled,Mobile App,3.2
AMZ100660,2022-04-07,April,Q2,2022,CUST40451,Sai Shankar,Karnataka,Tier-1,Electronics,HP Laptop 15s,82638.88,21,65284.72,1,65284.72,37700.23,27584.49,42.25,EMI,Delivered,Website,4.5
AMZ100661,2023-04-19,April,Q2,2023,CUST21767,Praneel Sami,Kerala,Tier-2,Home & Kitchen,Usha Ceiling Fan,2180.97,21,1722.97,1,1722.97,1158.1,564.87,32.78,Credit Card,Returned,Mobile App,2.7
AMZ100662,2022-09-29,September,Q3,2022,CUST32369,Sai Johal,Gujarat,Tier-1,Beauty,Mamaearth Vitamin C Serum,1801.9,39,1099.16,2,2198.32,1285.98,912.34,41.5,Credit Card,Delivered,Mobile App,2.7
AMZ100663,2022-04-30,April,Q2,2022,CUST10871,Warinder Das,Bihar,Tier-3,Sports,Gym Gloves,6831.06,23,5259.92,1,5259.92,2376.19,2883.73,54.82,Credit Card,Delivered,Mobile App,3.7
AMZ100664,2023-11-23,November,Q4,2023,CUST29834,Ucchal Yohannan,Uttar Pradesh,Tier-2,Books,RS Aggarwal Maths,531.95,13,462.8,3,1388.4,1025.95,362.45,26.11,UPI,Delivered,Mobile App,2.5
AMZ100665,2023-10-28,October,Q4,2023,CUST51029,Mitesh Pandey,Haryana,Tier-2,Electronics,iPhone 14,87375.31,5,83006.54,2,166013.08,107009.87,59003.21,35.54,Cash on Delivery,Delivered,Mobile App,3.3
AMZ100666,2023-12-21,December,Q4,2023,CUST39180,Gopal Sethi,West Bengal,Tier-2,Books,The Alchemist,394.32,5,374.6,1,374.6,185.7,188.9,50.43,Net Banking,Returned,Mobile App,4.6
AMZ100667,2022-01-09,January,Q1,2022,CUST16728,Omya Raj,Delhi,Tier-1,Sports,Decathlon Yoga Mat,3158.86,36,2021.67,3,6065.01,2821.91,3243.1,53.47,EMI,Delivered,Mobile App,4.9
AMZ100668,2023-09-19,September,Q3,2023,CUST54477,Janya Choudhry,Uttar Pradesh,Tier-2,Books,Let Us C,124.91,14,107.42,1,107.42,67.39,40.03,37.26,Net Banking,Delivered,Mobile App,2.7
AMZ100669,2023-04-30,April,Q2,2023,CUST17663,Zaitra Srivastava,Kerala,Tier-2,Electronics,"Mi Smart TV 43""",29109.66,7,27071.98,1,27071.98,17447.62,9624.36,35.55,Net Banking,Cancelled,Mobile App,3.4
AMZ100670,2023-06-04,June,Q2,2023,CUST24398,Triya Mitra,Maharashtra,Tier-1,Beauty,Sugar Lipstick,566.87,22,442.16,1,442.16,257.09,185.07,41.86,Cash on Delivery,Delivered,Website,4.8
AMZ100671,2023-11-21,November,Q4,2023,CUST33609,Vedhika Sehgal,Tamil Nadu,Tier-1,Beauty,Nykaa Nail Polish,2660.2,34,1755.73,4,7022.92,4915.51,2107.41,30.01,Net Banking,Delivered,Website,3.0
AMZ100672,2022-04-14,April,Q2,2022,CUST37261,Eesha Bir,Punjab,Tier-2,Beauty,Himalaya Face Wash,1499.38,21,1184.51,1,1184.51,748.28,436.23,36.83,Net Banking,Delivered,Mobile App,3.0
AMZ100673,2023-05-31,May,Q2,2023,CUST12095,Balveer Uppal,Gujarat,Tier-1,Electronics,iPhone 14,79399.64,16,66695.7,2,133391.4,67017.77,66373.63,49.76,UPI,Delivered,Mobile App,2.8
AMZ100674,2024-02-27,February,Q1,2024,CUST13058,Amaira Tara,Telangana,Tier-1,Fashion,Women Kurti Set,1274.66,26,943.25,5,4716.25,3232.83,1483.42,31.45,Cash on Delivery,Delivered,Mobile App,4.6
AMZ100675,2024-02-13,February,Q1,2024,CUST17269,Jacob Gole,Haryana,Tier-2,Sports,Nivia Football,788.09,40,472.85,1,472.85,277.63,195.22,41.29,UPI,Cancelled,Website,4.5
AMZ100676,2023-01-06,January,Q1,2023,CUST20291,Tamanna Magar,Maharashtra,Tier-1,Electronics,HP Laptop 15s,46149.21,10,41534.29,2,83068.58,59083.43,23985.15,28.87,EMI,Delivered,Mobile App,3.6
AMZ100677,2022-05-22,May,Q2,2022,CUST18059,Zarna Gopal,Haryana,Tier-2,Sports,Swimming Goggles,8742.78,14,7518.79,2,15037.58,8276.42,6761.16,44.96,Credit Card,Returned,Mobile App,4.4
AMZ100678,2022-09-30,September,Q3,2022,CUST34407,Damini Samra,Bihar,Tier-3,Electronics,Realme 10 Pro,73012.92,15,62060.98,1,62060.98,31116.04,30944.94,49.86,EMI,Returned,Website,4.1
AMZ100679,2023-03-16,March,Q1,2023,CUST37093,Pushti Loke,Madhya Pradesh,Tier-3,Fashion,Denim Jeans Men,3815.83,36,2442.13,2,4884.26,2400.12,2484.14,50.86,Net Banking,Returned,Website,4.5
AMZ100680,2022-03-13,March,Q1,2022,CUST15556,Kabir Kade,West Bengal,Tier-2,Home & Kitchen,Prestige Pressure Cooker,3766.77,5,3578.43,2,7156.86,4331.36,2825.5,39.48,Debit Card,Delivered,Mobile App,5.0
AMZ100681,2023-08-12,August,Q3,2023,CUST13788,Om Subramanian,Maharashtra,Tier-1,Fashion,Handbag Women Leather,2086.68,12,1836.28,2,3672.56,2359.4,1313.16,35.76,EMI,Delivered,Mobile App,4.7
AMZ100682,2024-01-31,January,Q1,2024,CUST30558,Kamya Sachdeva,Rajasthan,Tier-2,Home & Kitchen,WD-40 Multipurpose,22160.7,27,16177.31,1,16177.31,8756.73,7420.58,45.87,Debit Card,Delivered,Website,4.8
AMZ100683,2024-03-18,March,Q1,2024,CUST50513,Nihal Sahni,Haryana,Tier-2,Sports,Yonex Badminton Racket,4217.2,30,2952.04,1,2952.04,1810.57,1141.47,38.67,EMI,Returned,Mobile App,3.4
AMZ100684,2023-02-04,February,Q1,2023,CUST57520,Wriddhish Mahal,Madhya Pradesh,Tier-3,Beauty,Sugar Lipstick,671.16,29,476.52,1,476.52,291.26,185.26,38.88,EMI,Delivered,Mobile App,3.8
AMZ100685,2023-10-13,October,Q4,2023,CUST11827,Girik Deol,Delhi,Tier-1,Sports,Gym Gloves,1199.35,27,875.53,2,1751.06,966.96,784.1,44.78,Cash on Delivery,Cancelled,Website,3.1
AMZ100686,2023-06-04,June,Q2,2023,CUST33230,Aarna Thakur,Telangana,Tier-1,Home & Kitchen,WD-40 Multipurpose,2893.48,6,2719.87,3,8159.61,4307.68,3851.93,47.21,UPI,Delivered,Mobile App,4.9
AMZ100687,2024-02-03,February,Q1,2024,CUST48115,Dhriti Shukla,Kerala,Tier-2,Books,Ikigai,614.8,16,516.43,1,516.43,268.97,247.46,47.92,Cash on Delivery,Delivered,Mobile App,4.2
AMZ100688,2023-11-20,November,Q4,2023,CUST34750,Turvi Raval,Gujarat,Tier-1,Sports,Decathlon Yoga Mat,3201.26,31,2208.87,3,6626.61,4403.09,2223.52,33.55,Cash on Delivery,Delivered,Mobile App,2.8
AMZ100689,2023-02-26,February,Q1,2023,CUST15370,Pooja Bajwa,Bihar,Tier-3,Sports,Decathlon Yoga Mat,7850.93,24,5966.71,1,5966.71,3958.87,2007.84,33.65,UPI,Delivered,Mobile App,4.7
AMZ100690,2024-03-08,March,Q1,2024,CUST35872,Hema Bhagat,West Bengal,Tier-2,Books,Wings of Fire,153.65,18,125.99,1,125.99,77.82,48.17,38.23,Debit Card,Cancelled,Mobile App,4.1
AMZ100691,2023-12-30,December,Q4,2023,CUST39996,Falguni Sarin,Haryana,Tier-2,Books,RS Aggarwal Maths,780.29,7,725.67,1,725.67,354.23,371.44,51.19,Credit Card,Delivered,Website,4.7
AMZ100692,2023-01-14,January,Q1,2023,CUST17783,Vaishnavi Nayar,Delhi,Tier-1,Electronics,Sony WH-1000XM5,41532.48,6,39040.53,2,78081.06,57250.66,20830.4,26.68,Cash on Delivery,Returned,Mobile App,2.8
AMZ100693,2022-11-07,November,Q4,2022,CUST11833,Kashish Sehgal,Maharashtra,Tier-1,Sports,Gym Gloves,5369.94,13,4671.85,2,9343.7,6982.6,2361.1,25.27,Credit Card,Delivered,Website,3.6
AMZ100694,2022-12-24,December,Q4,2022,CUST14427,Qasim Dugar,Delhi,Tier-1,Home & Kitchen,Usha Ceiling Fan,4698.47,28,3382.9,1,3382.9,1646.45,1736.45,51.33,UPI,Returned,Mobile App,3.9
AMZ100695,2023-09-13,September,Q3,2023,CUST18703,Oscar Gokhale,Odisha,Tier-3,Sports,Swimming Goggles,3575.89,22,2789.19,1,2789.19,1857.63,931.56,33.4,Credit Card,Cancelled,Mobile App,3.7
AMZ100696,2023-10-01,October,Q4,2023,CUST25258,Matthew Shroff,Tamil Nadu,Tier-1,Books,RS Aggarwal Maths,705.44,12,620.79,1,620.79,395.71,225.08,36.26,Net Banking,Delivered,Website,2.6
AMZ100697,2023-08-09,August,Q3,2023,CUST51294,Oviya Verma,Haryana,Tier-2,Beauty,Nykaa Nail Polish,903.39,15,767.88,3,2303.64,1525.38,778.26,33.78,EMI,Delivered,Website,4.1
AMZ100698,2023-08-07,August,Q3,2023,CUST44193,Chandresh Bera,Delhi,Tier-1,Beauty,Himalaya Face Wash,2868.99,44,1606.63,1,1606.63,748.47,858.16,53.41,Credit Card,Returned,Website,4.7
AMZ100699,2023-12-24,December,Q4,2023,CUST47981,Zarna Kant,Odisha,Tier-3,Electronics,Canon EOS M50,48334.49,5,45917.77,1,45917.77,23498.03,22419.74,48.83,Net Banking,Delivered,Website,4.0
AMZ100700,2022-01-25,January,Q1,2022,CUST44596,Krishna Vyas,West Bengal,Tier-2,Books,Atomic Habits,702.38,2,688.33,1,688.33,347.02,341.31,49.59,Debit Card,Returned,Website,2.7
AMZ100701,2022-11-11,November,Q4,2022,CUST54473,Karan Bhatia,Tamil Nadu,Tier-1,Electronics,HP Laptop 15s,26395.3,10,23755.77,1,23755.77,11328.86,12426.91,52.31,Credit Card,Delivered,Website,4.9
AMZ100702,2022-11-28,November,Q4,2022,CUST17927,Amara Kumer,Haryana,Tier-2,Fashion,Men Casual T-Shirt,479.81,34,316.67,2,633.34,312.07,321.27,50.73,UPI,Delivered,Mobile App,4.4
AMZ100703,2022-03-04,March,Q1,2022,CUST30862,Radha Magar,West Bengal,Tier-2,Sports,Decathlon Yoga Mat,5232.63,26,3872.15,1,3872.15,1876.15,1996.0,51.55,Net Banking,Cancelled,Mobile App,2.7
AMZ100704,2023-11-23,November,Q4,2023,CUST46353,Ranbir Kala,Punjab,Tier-2,Electronics,"Mi Smart TV 43""",21801.9,5,20711.81,2,41423.62,30613.81,10809.81,26.1,EMI,Delivered,Website,3.9
AMZ100705,2023-07-08,July,Q3,2023,CUST21022,George Krishnan,Bihar,Tier-3,Books,Rich Dad Poor Dad,544.06,8,500.54,2,1001.08,493.24,507.84,50.73,Credit Card,Cancelled,Mobile App,4.9
AMZ100706,2023-10-31,October,Q4,2023,CUST10035,Ekantika Anand,Maharashtra,Tier-1,Sports,Swimming Goggles,308.71,24,234.62,5,1173.1,746.35,426.75,36.38,UPI,Returned,Website,4.0
AMZ100707,2022-02-16,February,Q1,2022,CUST20578,Bina Karan,Gujarat,Tier-1,Beauty,Sugar Lipstick,2542.07,23,1957.39,1,1957.39,1180.5,776.89,39.69,EMI,Cancelled,Website,2.7
AMZ100708,2023-03-19,March,Q1,2023,CUST23818,Karan Banerjee,Haryana,Tier-2,Electronics,"Mi Smart TV 43""",11943.95,9,10868.99,2,21737.98,16295.8,5442.18,25.04,Cash on Delivery,Cancelled,Website,4.7
AMZ100709,2022-12-16,December,Q4,2022,CUST23803,Leela Dara,Madhya Pradesh,Tier-3,Home & Kitchen,Usha Ceiling Fan,17736.69,13,15430.92,1,15430.92,11494.59,3936.33,25.51,Net Banking,Cancelled,Website,2.5
AMZ100710,2022-06-27,June,Q2,2022,CUST37077,Ekavir Suri,Punjab,Tier-2,Beauty,Pantene Shampoo,2773.55,40,1664.13,1,1664.13,753.64,910.49,54.71,Cash on Delivery,Delivered,Mobile App,3.7
AMZ100711,2023-11-19,November,Q4,2023,CUST18088,Nidra Memon,Karnataka,Tier-1,Books,Let Us C,650.11,4,624.11,1,624.11,447.97,176.14,28.22,Debit Card,Returned,Website,3.4
AMZ100712,2022-01-21,January,Q1,2022,CUST59703,Wazir Edwin,Karnataka,Tier-1,Fashion,Men Casual T-Shirt,2419.92,22,1887.54,1,1887.54,974.83,912.71,48.35,Debit Card,Delivered,Mobile App,3.4
AMZ100713,2023-01-07,January,Q1,2023,CUST12411,Aachal Sen,Punjab,Tier-2,Electronics,Dell Inspiron 15,27981.89,12,24624.06,1,24624.06,14728.7,9895.36,40.19,Debit Card,Returned,Mobile App,4.3
AMZ100714,2023-08-06,August,Q3,2023,CUST42789,Jonathan Buch,Delhi,Tier-1,Fashion,Men Casual T-Shirt,4923.46,50,2461.73,1,2461.73,1750.23,711.5,28.9,Net Banking,Delivered,Website,3.0
AMZ100715,2022-08-22,August,Q3,2022,CUST44280,Noah Ranganathan,Karnataka,Tier-1,Beauty,Pantene Shampoo,1804.68,14,1552.02,1,1552.02,1133.08,418.94,26.99,EMI,Delivered,Mobile App,4.6
AMZ100716,2022-01-03,January,Q1,2022,CUST37991,Balhaar Goel,Punjab,Tier-2,Electronics,Sony WH-1000XM5,48430.8,13,42134.8,2,84269.6,60246.91,24022.69,28.51,EMI,Delivered,Mobile App,2.6
AMZ100717,2023-05-23,May,Q2,2023,CUST33689,Charita Kade,Bihar,Tier-3,Home & Kitchen,WD-40 Multipurpose,24877.4,13,21643.34,1,21643.34,13104.8,8538.54,39.45,Cash on Delivery,Delivered,Mobile App,3.1
AMZ100718,2023-08-09,August,Q3,2023,CUST11662,Zayan Kumer,Telangana,Tier-1,Home & Kitchen,WD-40 Multipurpose,11303.21,5,10738.05,1,10738.05,5910.35,4827.7,44.96,EMI,Delivered,Mobile App,3.6
AMZ100719,2022-01-29,January,Q1,2022,CUST41455,Sanaya Bakshi,Delhi,Tier-1,Electronics,Realme 10 Pro,15637.86,14,13448.56,1,13448.56,8574.65,4873.91,36.24,Net Banking,Delivered,Website,4.5
AMZ100720,2022-12-08,December,Q4,2022,CUST44057,Onkar Lala,Delhi,Tier-1,Home & Kitchen,Usha Ceiling Fan,2828.84,12,2489.38,4,9957.52,6967.83,2989.69,30.02,Credit Card,Delivered,Website,4.0
AMZ100721,2023-01-22,January,Q1,2023,CUST30531,Odika Kant,West Bengal,Tier-2,Electronics,Canon EOS M50,52524.17,7,48847.48,5,244237.4,177075.61,67161.79,27.5,EMI,Delivered,Mobile App,2.7
AMZ100722,2023-07-27,July,Q3,2023,CUST13421,Dev Muni,Uttar Pradesh,Tier-2,Books,Atomic Habits,526.52,15,447.54,1,447.54,292.36,155.18,34.67,Debit Card,Returned,Mobile App,2.7
AMZ100723,2023-03-15,March,Q1,2023,CUST50646,Oeshi Wason,Bihar,Tier-3,Books,Wings of Fire,518.7,2,508.33,1,508.33,299.54,208.79,41.07,Cash on Delivery,Delivered,Website,4.1
AMZ100724,2024-01-01,January,Q1,2024,CUST14426,Zayan Narayan,West Bengal,Tier-2,Beauty,Lakme Foundation,1598.92,22,1247.16,1,1247.16,565.82,681.34,54.63,Cash on Delivery,Delivered,Website,2.8
AMZ100725,2022-05-21,May,Q2,2022,CUST12888,Saanvi Pal,Gujarat,Tier-1,Sports,Gym Gloves,4382.77,33,2936.46,2,5872.92,2970.39,2902.53,49.42,UPI,Delivered,Website,4.0
AMZ100726,2022-11-13,November,Q4,2022,CUST29075,Luke Basu,Uttar Pradesh,Tier-2,Sports,Protein Whey 1kg,5960.56,27,4351.21,2,8702.42,4300.93,4401.49,50.58,Debit Card,Delivered,Website,4.0
AMZ100727,2022-07-20,July,Q3,2022,CUST23131,Ishwar Varghese,Maharashtra,Tier-1,Beauty,Pantene Shampoo,787.42,45,433.08,3,1299.24,749.17,550.07,42.34,EMI,Delivered,Mobile App,3.4
AMZ100728,2023-08-16,August,Q3,2023,CUST47099,Xavier Samra,Haryana,Tier-2,Beauty,Nykaa Nail Polish,2105.34,39,1284.26,1,1284.26,705.5,578.76,45.07,Debit Card,Cancelled,Website,3.5
AMZ100729,2023-10-17,October,Q4,2023,CUST25091,Sudiksha Din,West Bengal,Tier-2,Fashion,Women Kurti Set,4404.31,12,3875.79,2,7751.58,5627.54,2124.04,27.4,Net Banking,Cancelled,Mobile App,3.1
AMZ100730,2022-01-07,January,Q1,2022,CUST33777,Lipika Mammen,Madhya Pradesh,Tier-3,Beauty,Biotique Bio Sunscreen,2245.24,23,1728.83,1,1728.83,1206.42,522.41,30.22,UPI,Delivered,Website,2.6
AMZ100731,2022-02-14,February,Q1,2022,CUST11945,Mohammed Comar,Uttar Pradesh,Tier-2,Electronics,OnePlus 11,40195.32,25,30146.49,1,30146.49,20489.36,9657.13,32.03,Credit Card,Delivered,Website,2.9
AMZ100732,2022-09-26,September,Q3,2022,CUST16631,Bhavya Gaba,Gujarat,Tier-1,Home & Kitchen,Milton Water Bottle,21210.22,12,18664.99,1,18664.99,8519.59,10145.4,54.36,UPI,Delivered,Mobile App,3.4
AMZ100733,2023-11-08,November,Q4,2023,CUST44532,Jason Solanki,Odisha,Tier-3,Electronics,JBL Flip 6,19710.13,19,15965.21,2,31930.42,22122.87,9807.55,30.72,Cash on Delivery,Returned,Mobile App,2.7
AMZ100734,2023-09-06,September,Q3,2023,CUST38150,Aditya Rai,Madhya Pradesh,Tier-3,Fashion,Denim Jeans Men,1109.28,44,621.2,1,621.2,349.29,271.91,43.77,EMI,Delivered,Mobile App,4.4
AMZ100735,2023-10-07,October,Q4,2023,CUST18287,Ayaan Nadkarni,Bihar,Tier-3,Sports,Decathlon Yoga Mat,5493.04,35,3570.48,1,3570.48,1871.47,1699.01,47.58,Cash on Delivery,Cancelled,Mobile App,3.0
AMZ100736,2023-10-23,October,Q4,2023,CUST34527,Neel Doctor,Madhya Pradesh,Tier-3,Electronics,Fire TV Stick 4K,60050.7,7,55847.15,1,55847.15,31633.77,24213.38,43.36,Net Banking,Cancelled,Mobile App,2.9
AMZ100737,2023-10-16,October,Q4,2023,CUST48271,Vincent Maharaj,Telangana,Tier-1,Beauty,Biotique Bio Sunscreen,2113.08,41,1246.72,1,1246.72,778.4,468.32,37.56,EMI,Delivered,Mobile App,3.0
AMZ100738,2023-08-09,August,Q3,2023,CUST20302,Chasmum Guha,Bihar,Tier-3,Fashion,Sunglasses Polarized,1324.05,23,1019.52,1,1019.52,730.6,288.92,28.34,Debit Card,Delivered,Website,2.7
AMZ100739,2023-09-29,September,Q3,2023,CUST32044,Jagdish Patla,West Bengal,Tier-2,Electronics,boAt Rockerz 450,47174.04,12,41513.16,1,41513.16,24475.16,17038.0,41.04,Net Banking,Returned,Mobile App,3.6
AMZ100740,2023-10-23,October,Q4,2023,CUST15401,Charles Khosla,Gujarat,Tier-1,Home & Kitchen,Surf Excel Detergent 4kg,6933.53,5,6586.85,2,13173.7,6852.13,6321.57,47.99,Debit Card,Cancelled,Website,3.9
AMZ100741,2022-07-25,July,Q3,2022,CUST31873,Aishani Nadkarni,Odisha,Tier-3,Electronics,boAt Rockerz 450,21268.0,8,19566.56,1,19566.56,9029.66,10536.9,53.85,Credit Card,Delivered,Website,3.1
AMZ100742,2024-01-28,January,Q1,2024,CUST45594,Owen Mital,Delhi,Tier-1,Beauty,Mamaearth Vitamin C Serum,2145.36,18,1759.2,5,8796.0,5943.59,2852.41,32.43,Debit Card,Delivered,Website,3.2
AMZ100743,2023-06-09,June,Q2,2023,CUST59883,Zansi Bhagat,Rajasthan,Tier-2,Home & Kitchen,WD-40 Multipurpose,20572.25,29,14606.3,2,29212.6,17282.21,11930.39,40.84,Credit Card,Returned,Mobile App,3.1
AMZ100744,2023-04-18,April,Q2,2023,CUST32325,Jonathan Hari,West Bengal,Tier-2,Beauty,Nivea Body Lotion,776.8,45,427.24,2,854.48,569.73,284.75,33.32,UPI,Delivered,Mobile App,3.6
AMZ100745,2022-05-12,May,Q2,2022,CUST30025,Xalak Banik,Delhi,Tier-1,Beauty,Sugar Lipstick,1371.17,45,754.14,1,754.14,370.8,383.34,50.83,EMI,Delivered,Mobile App,4.5
AMZ100746,2023-12-09,December,Q4,2023,CUST45232,Ekapad Gade,Delhi,Tier-1,Home & Kitchen,Cello Dinner Set,10564.81,26,7817.96,2,15635.92,10614.48,5021.44,32.11,Debit Card,Delivered,Website,2.6
AMZ100747,2023-09-15,September,Q3,2023,CUST47609,Ridhi Ravel,Tamil Nadu,Tier-1,Electronics,OnePlus 11,87973.66,15,74777.61,1,74777.61,51577.39,23200.22,31.03,Net Banking,Returned,Mobile App,4.9
AMZ100748,2023-10-17,October,Q4,2023,CUST16110,Krishna Gaba,Rajasthan,Tier-2,Electronics,HP Laptop 15s,17761.14,8,16340.25,1,16340.25,12068.61,4271.64,26.14,Credit Card,Delivered,Mobile App,3.9
AMZ100749,2023-01-31,January,Q1,2023,CUST28600,Atharv Korpal,Kerala,Tier-2,Electronics,Sony WH-1000XM5,44485.59,10,40037.03,1,40037.03,28962.93,11074.1,27.66,Credit Card,Delivered,Website,4.1
AMZ100750,2023-02-25,February,Q1,2023,CUST35631,Amaira Ramanathan,Maharashtra,Tier-1,Electronics,Fire TV Stick 4K,33809.05,5,32118.6,1,32118.6,22737.15,9381.45,29.21,Credit Card,Delivered,Mobile App,3.8
AMZ100751,2023-03-19,March,Q1,2023,CUST56509,Urishilla Sankar,Rajasthan,Tier-2,Books,Rich Dad Poor Dad,767.57,8,706.16,1,706.16,361.34,344.82,48.83,EMI,Returned,Mobile App,4.0
AMZ100752,2022-05-27,May,Q2,2022,CUST39211,Varsha Bhatti,Delhi,Tier-1,Home & Kitchen,Pidilite Fevicol,12635.5,26,9350.27,1,9350.27,4773.41,4576.86,48.95,UPI,Returned,Website,4.5
AMZ100753,2024-01-25,January,Q1,2024,CUST15970,Upadhriti Iyengar,Odisha,Tier-3,Sports,Protein Whey 1kg,5820.52,25,4365.39,1,4365.39,2718.94,1646.45,37.72,Debit Card,Delivered,Mobile App,3.4
AMZ100754,2023-09-25,September,Q3,2023,CUST58053,Alka Sheth,Rajasthan,Tier-2,Beauty,Mamaearth Vitamin C Serum,1876.78,21,1482.66,1,1482.66,747.07,735.59,49.61,Net Banking,Returned,Mobile App,4.8
AMZ100755,2022-10-08,October,Q4,2022,CUST45241,Pratyush Sachdev,Karnataka,Tier-1,Fashion,Kids School Bag,2088.05,12,1837.48,1,1837.48,1306.75,530.73,28.88,Debit Card,Delivered,Mobile App,4.2
AMZ100756,2024-02-13,February,Q1,2024,CUST16895,Falguni Chaudhari,Odisha,Tier-3,Beauty,Nivea Body Lotion,1530.11,45,841.56,1,841.56,471.8,369.76,43.94,Cash on Delivery,Delivered,Mobile App,3.6
AMZ100757,2024-02-07,February,Q1,2024,CUST40271,Lekha Narayan,Telangana,Tier-1,Home & Kitchen,Godrej Refrigerator,1258.18,5,1195.27,1,1195.27,786.9,408.37,34.17,Net Banking,Delivered,Mobile App,3.5
AMZ100758,2023-11-18,November,Q4,2023,CUST41769,Samaksh Saini,Maharashtra,Tier-1,Fashion,Handbag Women Leather,250.54,17,207.95,2,415.9,204.18,211.72,50.91,Net Banking,Delivered,Mobile App,3.9
AMZ100759,2022-01-19,January,Q1,2022,CUST49779,Vaishnavi Palla,Tamil Nadu,Tier-1,Fashion,Sunglasses Polarized,2458.78,27,1794.91,3,5384.73,2698.7,2686.03,49.88,UPI,Delivered,Website,2.8
AMZ100760,2023-01-02,January,Q1,2023,CUST21661,Max Banik,Tamil Nadu,Tier-1,Beauty,Sugar Lipstick,324.0,10,291.6,2,583.2,289.3,293.9,50.39,Credit Card,Delivered,Mobile App,4.7
AMZ100761,2023-11-10,November,Q4,2023,CUST16736,Kai Shankar,West Bengal,Tier-2,Sports,Decathlon Yoga Mat,7057.4,36,4516.74,2,9033.48,5482.08,3551.4,39.31,Net Banking,Delivered,Website,3.6
AMZ100762,2022-09-02,September,Q3,2022,CUST23106,Sneha Mutti,Maharashtra,Tier-1,Sports,Cosco Cricket Bat,7791.37,34,5142.3,1,5142.3,2699.24,2443.06,47.51,UPI,Delivered,Mobile App,2.6
AMZ100763,2024-03-27,March,Q1,2024,CUST53523,Ekavir Parmar,Bihar,Tier-3,Electronics,JBL Flip 6,18100.51,7,16833.47,1,16833.47,12030.64,4802.83,28.53,Credit Card,Delivered,Mobile App,2.6
AMZ100764,2023-07-09,July,Q3,2023,CUST35890,Kevin Sur,Bihar,Tier-3,Sports,Nivia Football,3472.27,27,2534.76,2,5069.52,3231.32,1838.2,36.26,Net Banking,Delivered,Mobile App,3.0
AMZ100765,2023-04-15,April,Q2,2023,CUST24424,Neel Shetty,Tamil Nadu,Tier-1,Home & Kitchen,Cello Dinner Set,521.62,25,391.22,1,391.22,221.73,169.49,43.32,UPI,Delivered,Website,4.1
